Review,author,date,rating,restaurant
"['The sushi I had tonight was pathetic. I had 2 pieces of smoked salmon nigiri that you could literally see through. About 1 mm thick. The two pieces of tuna were 2 mm thick. The crab roll was equally skimpy. At 3 bucks a piece, this was borderline theft. They should be ashamed to serve this with a straight face. To ""make up for it"" they put a humongous glob of rice below the fish. The shame was that the fish itself wasn\'t horrible, but really, screw you guys.']",['Justin M.'],['\n        2/18/2018\n    '],['1.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
['This restaurant has been extremely consistent every time I have been there. \xa0The staff are very easy going and fun to be around so it makes the evening a delight. The food is always great from Sushi to there signature meals. I like that they mix up their specials and are not just regular items that they always have and call it another name. \xa0Last night I had the roasted organic rabbit special. It truly was a incredible meal. \xa0If you have not been there or traveling through its worth the stop!'],['Marshall W.'],['\n        9/30/2017\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['I was in town for recruiting and needed a good dinner after a long day. \xa0Blue Heron had a great variety of food, from salads, to pizzas to burgers to sushi - something for everyone.', 'I ordered sushi, but started with some edamame. \xa0And then they brought out bread with some house butters - a pesto butter, a red pepper butter and a regular butter. \xa0Oh my. I was sad that I had filled up on edamame. \xa0I could eat the bread and butter all day long.', 'My dinner mates ordered a burger and the steak special which looked good. I ordered sushi which was good as well.', 'We showed up without reservations at 5:30 on a Tuesday and had to wait 10 minutes or so to be seated - not because they were busy though, it was still pretty empty.']",['Alexis G.'],['\n        9/20/2016\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
['Amazing food and service! The wine special was on point! Please try the salmon-the absolute best!'],['Holly M.'],['\n        12/22/2017\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['For the middle of nowhere pretty darn good. Servers nice and attentive.', 'Had the shrimp and grits very good. Nice family place to take clemson student', '4 1/2 stars', 'Will return']",['P F.'],['\n        6/29/2017\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Okay... this place is kind of amazing. \xa0I have really low expectations given the strange menu variety and the general strip mall like location. \xa0 I was very very wrong.', ""The grilled mushroom perfect. \xa0Onion soup has way too much bread and was \xa0like eating stuffing - my only complaint I think all meal. the crab cakes were great - I don't like capers and still very very delicious. \xa0The grilled chicken was just plain delightful. \xa0"", ""Wine great AND cheap AND they have bottle service to take home leftovers. Service was wonderful. Didn't order but maki looked good. \xa0This is the second place I've encountered int he area that has sushi but no sashimi, which I think it weird.""]",['Dawn E.'],['\n        7/23/2013\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Not as pricey as Calhoun Corners or Pixie and Bill's but about the same options menu wise. Made fresh daily in house bread and butters with every meal. Staff was efficient and friendly without being annoying and the food was wonderful. Great date night spot (you can also walk the boardwalks that are right behind it and enjoy the sun set over the lake before or after dinner)""]",['Lisa S.'],['\n        9/24/2016\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['I love that every time I go to the Blue Heron my food is fresh, amazing, and the service excels. Great wine selection, sushi, and the fish is the best!']",['Laura S.'],['\n        3/30/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['Great food and amazing service. The ""all in"" filet and shrimp entree was amazing. I was warned ahead of time that the shrimp are blackened and make the dish very spicy so I opted for non-blackened shrimp. We also had the lava cake and bourbon cheesecake, both were scrumptious. One of the very few real restaurants within walking distance of the Clemson campus. Pricey but worth it.']",['Jenna M.'],['\n        9/25/2017\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Amazing food! Good atmosphere. Went for Valentine's Day last year and definitely going back this year. The price is reasonable and perfect for a nice date for broke college kids""]",['Reagan S.'],['\n        1/16/2018\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['My wife and I ate here last PM with a group of 15 that meets for dinner once a month. \xa0 I have had several mediocre experiences here and would not have gone last PM except for the group. \xa0 My expectations were fulfilled. \xa0First, the group received menus showing only four choices of entree. \xa0I had looked at the menu on the website and found several items that suited me (I have a couple of modest dietary restrictions.) , but, of course, none were on our short menu. \xa0 \xa0We arrived at 6:10PM, put in our orders about 6:40, and got our food about 7:40. \xa0 (While the place was crowded, it appeared that the staff had to spend most their time bringing out one or two drinks.) \xa0 \xa0Did I mention that it was so noisy we had to practically lean against one another to converse. \xa0 \xa0The floors are tile, the ceilings some hard material, few interior walls. \xa0 ', ' \xa0 \xa0 \xa0 \xa0The food was all right, not great, though some of the group said their dishes were excellent. \xa0 \xa0(My judgment here might be affected by my being unable to choose one of the dishes on their full menu.) \xa0 \xa0Oh, did I mention that getting our checks took 15 minutes or so? \xa0 \xa0When our server asked if anyone wanted coffee or dessert, I was tempted to ask for a breakfast menu. \xa0 To reverse General MacArthur: \xa0I shall not return.']",['Joseph L.'],['\n        9/27/2017\n    '],['1.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""After 4 years at Clemson, I finally decided to try this place! Also, I had a friend visiting so it motivated me more to try new things. Anyways, we had a great time! I ordered the shrimp and grits, which was heavenly; my friend ordered the tasty filet mignon. However, the best item are their signature cocktails!! I enjoyed the cocktail so much, I went back to Blue Heron the day after to their bar with another friend. I truly do enjoy a nice cocktail, but they're hard to find in the college bars, so I'm glad Blue Heron can fulfill that need.""]",['Denny H.'],['\n        2/18/2017\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
['Recently changed diet to plant based. I had the best Portobello appetizer that tasted like steak! Then reggatoni \xa0with premavera and cab. I am happy to have found this gem and will be back!'],['Jim G.'],['\n        6/28/2016\n    '],['5.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Always make a reservation, this place stays busy. Never had a poor experience with their food. I like to go there for seafood because they do a good job of preparing and keeping fresh seafood. Only reason I didn't give 5 stars is because sometimes it can take a while to get your food.""]",['Alicia T.'],['\n        3/3/2018\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""I don't get it???"", ""All these positive reviews and I'm sitting in a barn where the wait staff is trying to sell this place as upscale with the sushi being a minor step above grocery store sushi. Nothing spectacular here.""]",['Dodd D.'],['\n        12/29/2015\n    '],['2.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"['We got sushi and it was great! Gave it 4 stars because we ordered takeout and it took 50 minutes (they quoted 30). My boyfriend and I got the tiger roll, blue heron roll, spicy tuna roll and the tuna crunch roll. It was filling but I wish I had one more roll because it was really good!']",['Madison S.'],['\n        2/25/2017\n    '],['4.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
"[""Sat in the downstairs bar area which was very busy for a Wednesday night at 8pm. \xa0Ordered the Lobster Bisque, very good though it could have been hotter. \xa0Ordered a half salad, Ford's Field I think, and wow, could you spare the greens? \xa0Too bad it wasn't a bit larger and I guess when you order half, you get half of everything. \xa0 One piece of pancetta and one small piece of tomato. \xa0Too bad, because the salad itself was good, just need a little more of it!""]",['Diane L.'],['\n        6/21/2017\n    '],['3.0 star rating'],"['Blue Heron Restaurant & Sushi', 'Bar']"
